Species1,Species2,Match.type,Match.notes,Avibase.ID1,Avibase.ID2,,,
Aerodramus vanikorensis,Aerodramus amelis,1BL to many eBird,,AVIBASE-B0E1559E,AVIBASE-6F1B12CA,,,
Aerodramus vanikorensis,Aerodramus vanikorensis,1BL to many eBird,,AVIBASE-B0E1559E,AVIBASE-4ADF31A6,,,
Aerodramus vulcanorum,Aerodramus vulcanorum,1BL to 1eBird,,AVIBASE-F3417B87,AVIBASE-F3417B87,,,
Aerodramus whiteheadi,Aerodramus whiteheadi,1BL to 1eBird,,AVIBASE-239F660C,AVIBASE-239F660C,,,
Aeronautes andecolus,Aeronautes andecolus,1BL to 1eBird,,AVIBASE-B9CF96D5,AVIBASE-B9CF96D5,,,
Aeronautes montivagus,Aeronautes montivagus,1BL to 1eBird,,AVIBASE-A3093269,AVIBASE-A3093269,,,
Aeronautes saxatalis,Aeronautes saxatalis,1BL to 1eBird,,AVIBASE-B401C2DD,AVIBASE-B401C2DD,,,
Aethia cristatella,Aethia cristatella,1BL to 1eBird,,AVIBASE-3DC4EBB8,AVIBASE-3DC4EBB8,,,
Aethia psittacula,Aethia psittacula,1BL to 1eBird,,AVIBASE-2B46719D,AVIBASE-2B46719D,,,
Aethia pusilla,Aethia pusilla,1BL to 1eBird,,AVIBASE-044509DA,AVIBASE-044509DA,,,
Aethia pygmaea,Aethia pygmaea,1BL to 1eBird,,AVIBASE-E3893615,AVIBASE-E3893615,,,
Aethopyga bella,Aethopyga bella,1BL to 1eBird,,AVIBASE-6E012370,AVIBASE-6E012370,,,
Aethopyga boltoni,Aethopyga boltoni,1BL to many eBird,Imperfect match: eBird taxon excludes subspecies tibolii,AVIBASE-6270C239,AVIBASE-14CD28B5,,,
Aethopyga boltoni,Aethopyga tibolii,1BL to many eBird,,AVIBASE-6270C239,AVIBASE-EC546F78,,,
Aethopyga christinae,Aethopyga christinae,Many BL to 1eBird,,AVIBASE-7B909DE5,AVIBASE-828EAC60,,,
Aethopyga duyvenbodei,Aethopyga duyvenbodei,1BL to 1eBird,,AVIBASE-E7057C1D,AVIBASE-E7057C1D,,,
Aethopyga eximia,Aethopyga eximia,1BL to 1eBird,,AVIBASE-792ED873,AVIBASE-792ED873,,,
Aethopyga flagrans,Aethopyga flagrans,1BL to 1eBird,,AVIBASE-3D2D7373,AVIBASE-3D2D7373,,,
Aethopyga gouldiae,Aethopyga gouldiae,1BL to 1eBird,,AVIBASE-6A4A67F7,AVIBASE-6A4A67F7,,,
Aethopyga guimarasensis,Aethopyga guimarasensis,1BL to 1eBird,,AVIBASE-3C217384,AVIBASE-3C217384,,,
Aethopyga ignicauda,Aethopyga ignicauda,1BL to 1eBird,,AVIBASE-FCD9D132,AVIBASE-FCD9D132,,,
Aethopyga latouchii,Aethopyga christinae,Many BL to 1eBird,,AVIBASE-FAD022B6,AVIBASE-828EAC60,,,
Aethopyga linaraborae,Aethopyga linaraborae,1BL to 1eBird,,AVIBASE-5D34F362,AVIBASE-5D34F362,,,
Aethopyga magnifica,Aethopyga magnifica,1BL to 1eBird,,AVIBASE-A4D54F5C,AVIBASE-A4D54F5C,,,
Aethopyga mystacalis,Aethopyga mystacalis,1BL to 1eBird,,AVIBASE-90026E92,AVIBASE-90026E92,,,
Aethopyga nipalensis,Aethopyga nipalensis,1BL to 1eBird,,AVIBASE-02BA43E4,AVIBASE-02BA43E4,,,
Aethopyga primigenia,Aethopyga primigenia,1BL to 1eBird,,AVIBASE-C5403451,AVIBASE-C5403451,,,
Aethopyga pulcherrima,Aethopyga decorosa,1BL to many eBird,,AVIBASE-4DE9F942,AVIBASE-77E3B8A6,,,
Aethopyga pulcherrima,Aethopyga jefferyi,1BL to many eBird,,AVIBASE-4DE9F942,AVIBASE-3EB01CC1,,,
Aethopyga pulcherrima,Aethopyga pulcherrima,1BL to many eBird,,AVIBASE-4DE9F942,AVIBASE-ECDC0D64,,,
Aethopyga saturata,Aethopyga saturata,1BL to 1eBird,,AVIBASE-E1067234,AVIBASE-E1067234,,,
Aethopyga shelleyi,Aethopyga shelleyi,1BL to 1eBird,,AVIBASE-D477F7AD,AVIBASE-D477F7AD,,,
Aethopyga siparaja,Aethopyga siparaja,1BL to 1eBird,,AVIBASE-EC22F3AA,AVIBASE-EC22F3AA,,,
Aethopyga temminckii,Aethopyga temminckii,1BL to 1eBird,,AVIBASE-F89D732E,AVIBASE-F89D732E,,,
Aethopyga vigorsii,Aethopyga vigorsii,1BL to 1eBird,,AVIBASE-88A56D18,AVIBASE-88A56D18,,,
Afropavo congensis,Afropavo congensis,1BL to 1eBird,,AVIBASE-E9125492,AVIBASE-E9125492,,,
Afrotis afra,Eupodotis afra,1BL to 1eBird,,AVIBASE-C84BD649,AVIBASE-C84BD649,,,
Afrotis afraoides,Eupodotis afraoides,1BL to 1eBird,,AVIBASE-A6720AF5,AVIBASE-A6720AF5,,,
Agamia agami,Agamia agami,1BL to 1eBird,,AVIBASE-86095930,AVIBASE-86095930,,,
Agapornis canus,Agapornis canus,1BL to 1eBird,,AVIBASE-D4686ACD,AVIBASE-D4686ACD,,,
Agapornis fischeri,Agapornis fischeri,1BL to 1eBird,,AVIBASE-E1EE00F7,AVIBASE-E1EE00F7,,,
Agapornis lilianae,Agapornis lilianae,1BL to 1eBird,,AVIBASE-3EBFC893,AVIBASE-3EBFC893,,,
Agapornis nigrigenis,Agapornis nigrigenis,1BL to 1eBird,,AVIBASE-DAB4D2A2,AVIBASE-DAB4D2A2,,,
Agapornis personatus,Agapornis personatus,1BL to 1eBird,,AVIBASE-4396F4F1,AVIBASE-4396F4F1,,,
Agapornis pullarius,Agapornis pullarius,1BL to 1eBird,,AVIBASE-1E2EC99C,AVIBASE-1E2EC99C,,,
Agapornis roseicollis,Agapornis roseicollis,1BL to 1eBird,,AVIBASE-31C03CB8,AVIBASE-31C03CB8,,,
Agapornis swindernianus,Agapornis swindernianus,1BL to 1eBird,,AVIBASE-D44EE47D,AVIBASE-D44EE47D,,,
Agapornis taranta,Agapornis taranta,1BL to 1eBird,,AVIBASE-39DAF131,AVIBASE-39DAF131,,,
Agelaioides badius,Agelaioides badius,1BL to 1eBird,,AVIBASE-F888C888,AVIBASE-F888C888,,,
Agelaioides fringillarius,Agelaioides fringillarius,1BL to 1eBird,,AVIBASE-C907BF92,AVIBASE-C907BF92,,,
Agelaius assimilis,Agelaius assimilis,1BL to 1eBird,,AVIBASE-06132304,AVIBASE-06132304,,,
Agelaius humeralis,Agelaius humeralis,1BL to 1eBird,,AVIBASE-0A232F2A,AVIBASE-0A232F2A,,,
Agelaius phoeniceus,Agelaius phoeniceus,1BL to 1eBird,,AVIBASE-C86D078E,AVIBASE-C86D078E,,,
Agelaius tricolor,Agelaius tricolor,1BL to 1eBird,,AVIBASE-80285D5C,AVIBASE-80285D5C,,,
Agelaius xanthomus,Agelaius xanthomus,1BL to 1eBird,,AVIBASE-A349723D,AVIBASE-A349723D,,,
Agelastes meleagrides,Agelastes meleagrides,1BL to 1eBird,,AVIBASE-E0EE1B89,AVIBASE-E0EE1B89,,,
Agelastes niger,Agelastes niger,1BL to 1eBird,,AVIBASE-38193321,AVIBASE-38193321,,,
Agelasticus cyanopus,Agelasticus cyanopus,1BL to 1eBird,,AVIBASE-B5792FEE,AVIBASE-B5792FEE,,,
Agelasticus thilius,Agelasticus thilius,1BL to 1eBird,,AVIBASE-11755EFA,AVIBASE-11755EFA,,,
Agelasticus xanthophthalmus,Agelasticus xanthophthalmus,1BL to 1eBird,,AVIBASE-9A0C6612,AVIBASE-9A0C6612,,,
Aglaeactis aliciae,Aglaeactis aliciae,1BL to 1eBird,,AVIBASE-F1B1E02E,AVIBASE-F1B1E02E,,,
Aglaeactis castelnaudii,Aglaeactis castelnaudii,1BL to 1eBird,,AVIBASE-0386C00C,AVIBASE-0386C00C,,,
Aglaeactis cupripennis,Aglaeactis cupripennis,1BL to 1eBird,,AVIBASE-58759895,AVIBASE-58759895,,,
Aglaeactis pamela,Aglaeactis pamela,1BL to 1eBird,,AVIBASE-5370CAE1,AVIBASE-5370CAE1,,,
Aglaiocercus berlepschi,Aglaiocercus berlepschi,1BL to 1eBird,,AVIBASE-0EDAC7F1,AVIBASE-0EDAC7F1,,,
Aglaiocercus coelestis,Aglaiocercus coelestis,1BL to 1eBird,,AVIBASE-C1C10CEC,AVIBASE-C1C10CEC,,,
Aglaiocercus kingii,Aglaiocercus kingii,1BL to 1eBird,,AVIBASE-F9C6A653,AVIBASE-F9C6A653,,,
Agraphospiza rubescens,Agraphospiza rubescens,1BL to 1eBird,,AVIBASE-A8EC7456,AVIBASE-A8EC7456,,,
Agricola infuscatus,Agricola infuscatus,1BL to 1eBird,,AVIBASE-6E8F3B30,AVIBASE-6E8F3B30,,,
Agricola pallidus,Agricola pallidus,1BL to 1eBird,,AVIBASE-FA03A965,AVIBASE-FA03A965,,,
Agriornis albicauda,Agriornis albicauda,1BL to 1eBird,,AVIBASE-D918C06D,AVIBASE-D918C06D,,,
Agriornis lividus,Agriornis lividus,1BL to 1eBird,,AVIBASE-EBADB6D6,AVIBASE-EBADB6D6,,,
Agriornis micropterus,Agriornis micropterus,1BL to 1eBird,,AVIBASE-64FD388A,AVIBASE-64FD388A,,,
Agriornis montanus,Agriornis montanus,1BL to 1eBird,,AVIBASE-78427CA9,AVIBASE-78427CA9,,,
Agriornis murinus,Agriornis murinus,1BL to 1eBird,,AVIBASE-869B1D21,AVIBASE-869B1D21,,,
Agropsar philippensis,Agropsar philippensis,1BL to 1eBird,,AVIBASE-FDA38B76,AVIBASE-FDA38B76,,,
Agropsar sturninus,Agropsar sturninus,1BL to 1eBird,,AVIBASE-2FC5C397,AVIBASE-2FC5C397,,,
Ailuroedus buccoides,Ailuroedus buccoides,1BL to many eBird,,AVIBASE-69B4F44B,AVIBASE-C62489F3,,,
Ailuroedus buccoides,Ailuroedus geislerorum,1BL to many eBird,,AVIBASE-69B4F44B,AVIBASE-52BD916C,,,
Ailuroedus buccoides,Ailuroedus stonii,1BL to many eBird,,AVIBASE-69B4F44B,AVIBASE-242ABF25,,,
Ailuroedus crassirostris,Ailuroedus crassirostris,1BL to 1eBird,,AVIBASE-D24C5470,AVIBASE-D24C5470,,,
Ailuroedus melanotis,Ailuroedus arfakianus,1BL to many eBird,,AVIBASE-65B79400,AVIBASE-7C5E49CA,,,
Ailuroedus melanotis,Ailuroedus astigmaticus,1BL to many eBird,,AVIBASE-65B79400,AVIBASE-ABAAB3E0,,,
Ailuroedus melanotis,Ailuroedus jobiensis,1BL to many eBird,,AVIBASE-65B79400,AVIBASE-AB36BEA2,,,
Ailuroedus melanotis,Ailuroedus maculosus,1BL to many eBird,,AVIBASE-65B79400,AVIBASE-128E6559,,,
Ailuroedus melanotis,Ailuroedus melanocephalus,1BL to many eBird,,AVIBASE-65B79400,AVIBASE-FD37FE20,,,
Ailuroedus melanotis,Ailuroedus melanotis,1BL to 1eBird*,Imperfect match: eBird taxon excludes subspecies maculosus,AVIBASE-65B79400,AVIBASE-750BD451,,,
Aimophila notosticta,Aimophila notosticta,1BL to 1eBird,,AVIBASE-D787A400,AVIBASE-D787A400,,,
Aimophila rufescens,Aimophila rufescens,1BL to 1eBird,,AVIBASE-B1BE75EB,AVIBASE-B1BE75EB,,,
Aimophila ruficeps,Aimophila ruficeps,1BL to 1eBird,,AVIBASE-7784B060,AVIBASE-7784B060,,,
Aix galericulata,Aix galericulata,1BL to 1eBird,,AVIBASE-E1714A09,AVIBASE-E1714A09,,,
Aix sponsa,Aix sponsa,1BL to 1eBird,,AVIBASE-27B2749A,AVIBASE-27B2749A,,,
Akletos goeldii,Akletos goeldii,1BL to 1eBird,,AVIBASE-1CE684D6,AVIBASE-1CE684D6,,,
Akletos melanoceps,Akletos melanoceps,1BL to 1eBird,,AVIBASE-B1392808,AVIBASE-B1392808,,,
Alaemon alaudipes,Alaemon alaudipes,1BL to 1eBird,,AVIBASE-3E4513D9,AVIBASE-3E4513D9,,,
Alaemon hamertoni,Alaemon hamertoni,1BL to 1eBird,,AVIBASE-8A913C34,AVIBASE-8A913C34,,,
Alauda arvensis,Alauda arvensis,1BL to 1eBird,,AVIBASE-ED2AC04E,AVIBASE-ED2AC04E,,,
Alauda gulgula,Alauda gulgula,1BL to 1eBird,,AVIBASE-E988F1D5,AVIBASE-E988F1D5,,,
Alauda leucoptera,Alauda leucoptera,1BL to 1eBird,,AVIBASE-400B3679,AVIBASE-400B3679,,,
Alauda razae,Alauda razae,1BL to 1eBird,,AVIBASE-359C16F5,AVIBASE-359C16F5,,,
Alaudala raytal,Alaudala raytal,1BL to 1eBird,,AVIBASE-862C271E,AVIBASE-862C271E,,,
Alaudala rufescens,Alaudala cheleensis,1BL to many eBird,,AVIBASE-29ADFACD,AVIBASE-399A4A3E,,,
Alaudala rufescens,Alaudala heinei,1BL to many eBird,,AVIBASE-29ADFACD,AVIBASE-238EC109,,,
Alaudala rufescens,Alaudala rufescens,1BL to many eBird,,AVIBASE-29ADFACD,AVIBASE-FE1FE185,,,
Alaudala somalica,Alaudala somalica,1BL to 1eBird,,AVIBASE-61CECCA7,AVIBASE-61CECCA7,,,
Alca torda,Alca torda,1BL to 1eBird,,AVIBASE-64F4DD81,AVIBASE-64F4DD81,,,
Alcedo atthis,Alcedo atthis,1BL to 1eBird,,AVIBASE-9505E03D,AVIBASE-9505E03D,,,
Alcedo coerulescens,Alcedo coerulescens,1BL to 1eBird,,AVIBASE-8999E4A9,AVIBASE-8999E4A9,,,
Alcedo euryzona,Alcedo euryzona,Many BL to 1eBird,,AVIBASE-64A8A820,AVIBASE-0C148011,,,
Alcedo hercules,Alcedo hercules,1BL to 1eBird,,AVIBASE-56A1C8E5,AVIBASE-56A1C8E5,,,
Alcedo meninting,Alcedo meninting,1BL to 1eBird,,AVIBASE-39629250,AVIBASE-39629250,,,
Alcedo peninsulae,Alcedo euryzona,Many BL to 1eBird,,AVIBASE-9C5F80D9,AVIBASE-0C148011,,,
Alcedo quadribrachys,Alcedo quadribrachys,1BL to 1eBird,,AVIBASE-A376DE65,AVIBASE-A376DE65,,,
Alcedo semitorquata,Alcedo semitorquata,1BL to 1eBird,,AVIBASE-F9F5CAB0,AVIBASE-F9F5CAB0,,,
Alcippe brunneicauda,Alcippe brunneicauda,1BL to 1eBird,,AVIBASE-2EAEE9C9,AVIBASE-2EAEE9C9,,,
Alcippe grotei,Alcippe grotei,1BL to 1eBird,,AVIBASE-F2E3ABD3,AVIBASE-F2E3ABD3,,,
Alcippe morrisonia,Alcippe davidi,1BL to many eBird,,AVIBASE-D0A56D01,AVIBASE-39FE95C7,,,
Alcippe morrisonia,Alcippe fratercula,1BL to many eBird,,AVIBASE-D0A56D01,AVIBASE-A62C0342,,,
Alcippe morrisonia,Alcippe hueti,1BL to many eBird,,AVIBASE-D0A56D01,AVIBASE-EE1BC181,,,
Alcippe morrisonia,Alcippe morrisonia,1BL to many eBird,,AVIBASE-D0A56D01,AVIBASE-F8788273,,,
Alcippe morrisonia,Alcippe sp.,1BL to many eBird,Species2 name used in cases where ambiguous locality data prevented match,AVIBASE-D0A56D01,AVIBASE-6A6ABE1F,,,
Alcippe nipalensis,Alcippe nipalensis,1BL to 1eBird,,AVIBASE-735DD267,AVIBASE-735DD267,,,
Alcippe peracensis,Alcippe peracensis,1BL to 1eBird,,AVIBASE-493A2E85,AVIBASE-493A2E85,,,
Alcippe poioicephala,Alcippe poioicephala,1BL to 1eBird,,AVIBASE-E4C78D6C,AVIBASE-E4C78D6C,,,
Alcippe pyrrhoptera,Alcippe pyrrhoptera,1BL to 1eBird,,AVIBASE-C2737F2A,AVIBASE-C2737F2A,,,
Alcurus striatus,Pycnonotus striatus,1BL to 1eBird,,AVIBASE-AF1E4A9B,AVIBASE-AF1E4A9B,,,
Aleadryas rufinucha,Aleadryas rufinucha,1BL to 1eBird,,AVIBASE-1F4DF785,AVIBASE-1F4DF785,,,
Alectoris barbara,Alectoris barbara,1BL to 1eBird,,AVIBASE-D44B2846,AVIBASE-D44B2846,,,
Alectoris chukar,Alectoris chukar,1BL to 1eBird,,AVIBASE-87CBEBF7,AVIBASE-87CBEBF7,,,
Alectoris graeca,Alectoris graeca,1BL to 1eBird,,AVIBASE-44437074,AVIBASE-44437074,,,
Alectoris magna,Alectoris magna,1BL to 1eBird,,AVIBASE-CFA35E8A,AVIBASE-CFA35E8A,,,
Alectoris melanocephala,Alectoris melanocephala,1BL to 1eBird,,AVIBASE-083811EB,AVIBASE-083811EB,,,
Alectoris philbyi,Alectoris philbyi,1BL to 1eBird,,AVIBASE-123F3941,AVIBASE-123F3941,,,
Alectoris rufa,Alectoris rufa,1BL to 1eBird,,AVIBASE-F71E0BE6,AVIBASE-F71E0BE6,,,
Alectroenas madagascariensis,Alectroenas madagascariensis,1BL to 1eBird,,AVIBASE-F87511B3,AVIBASE-F87511B3,,,
Alectroenas pulcherrimus,Alectroenas pulcherrimus,1BL to 1eBird,,AVIBASE-576B77A3,AVIBASE-576B77A3,,,
Alectroenas sganzini,Alectroenas sganzini,1BL to 1eBird,,AVIBASE-E396A643,AVIBASE-E396A643,,,
Alectrurus risora,Alectrurus risora,1BL to 1eBird,,AVIBASE-C93300CA,AVIBASE-C93300CA,,,
Alectrurus tricolor,Alectrurus tricolor,1BL to 1eBird,,AVIBASE-E78E6487,AVIBASE-E78E6487,,,
Alectura lathami,Alectura lathami,1BL to 1eBird,,AVIBASE-6BD20F58,AVIBASE-6BD20F58,,,
Alethe castanea,Alethe castanea,1BL to 1eBird,,AVIBASE-DA4D7386,AVIBASE-DA4D7386,,,
Alethe diademata,Alethe diademata,1BL to 1eBird,,AVIBASE-ECD2AB67,AVIBASE-ECD2AB67,,,
Alexandrinus eques,Psittacula eques,1BL to 1eBird,,AVIBASE-69F1E2FC,AVIBASE-69F1E2FC,,,
Alexandrinus krameri,Psittacula krameri,1BL to 1eBird,,AVIBASE-6B1CFC3C,AVIBASE-6B1CFC3C,,,
Alipiopsitta xanthops,Alipiopsitta xanthops,1BL to 1eBird,,AVIBASE-032F4AC2,AVIBASE-032F4AC2,,,
Alisterus amboinensis,Alisterus amboinensis,1BL to 1eBird,,AVIBASE-893EB5E1,AVIBASE-893EB5E1,,,
Alisterus chloropterus,Alisterus chloropterus,1BL to 1eBird,,AVIBASE-E2674F04,AVIBASE-E2674F04,,,
Alisterus scapularis,Alisterus scapularis,1BL to 1eBird,,AVIBASE-29DB0309,AVIBASE-29DB0309,,,
Alle alle,Alle alle,1BL to 1eBird,,AVIBASE-B0932D89,AVIBASE-B0932D89,,,
Allenia fusca,Allenia fusca,1BL to 1eBird,,AVIBASE-C146593B,AVIBASE-C146593B,,,
Alopecoenas beccarii,Alopecoenas beccarii,Many BL to 1eBird,,AVIBASE-51D9E97E,AVIBASE-6B1966F8,,,
Alopecoenas canifrons,Alopecoenas canifrons,1BL to 1eBird,,AVIBASE-40866A35,AVIBASE-40866A35,,,
Alopecoenas erythropterus,Alopecoenas erythropterus,1BL to 1eBird,,AVIBASE-DD2985FA,AVIBASE-DD2985FA,,,
Alopecoenas hoedtii,Alopecoenas hoedtii,1BL to 1eBird,,AVIBASE-CD21DBC9,AVIBASE-CD21DBC9,,,
Alopecoenas jobiensis,Alopecoenas jobiensis,1BL to 1eBird,,AVIBASE-424F7705,AVIBASE-424F7705,,,
Alopecoenas johannae,Alopecoenas beccarii,Many BL to 1eBird,,AVIBASE-A8329D59,AVIBASE-6B1966F8,,,
Alopecoenas kubaryi,Alopecoenas kubaryi,1BL to 1eBird,,AVIBASE-2E50E5DA,AVIBASE-2E50E5DA,,,
Alopecoenas rubescens,Alopecoenas rubescens,1BL to 1eBird,,AVIBASE-AA66FD08,AVIBASE-AA66FD08,,,
Alopecoenas sanctaecrucis,Alopecoenas sanctaecrucis,1BL to 1eBird,,AVIBASE-C7C949AE,AVIBASE-C7C949AE,,,
Alopecoenas stairi,Alopecoenas stairi,1BL to 1eBird,,AVIBASE-39CA325C,AVIBASE-39CA325C,,,
Alopecoenas xanthonurus,Alopecoenas xanthonurus,1BL to 1eBird,,AVIBASE-41AF6D10,AVIBASE-41AF6D10,,,
Alophoixus bres,Alophoixus bres,1BL to 1eBird,,AVIBASE-AE002A11,AVIBASE-AE002A11,,,
Alophoixus flaveolus,Alophoixus flaveolus,1BL to 1eBird,,AVIBASE-31754E31,AVIBASE-31754E31,,,
Alophoixus frater,Alophoixus frater,1BL to 1eBird,,AVIBASE-50D0244D,AVIBASE-50D0244D,,,
Alophoixus griseiceps,Alophoixus pallidus,Many BL to 1eBird,,AVIBASE-D02FCDDF,AVIBASE-C916F1C7,,,
Alophoixus ochraceus,Alophoixus ochraceus,1BL to 1eBird,,AVIBASE-2BC35886,AVIBASE-2BC35886,,,
Alophoixus pallidus,Alophoixus pallidus,Many BL to 1eBird,,AVIBASE-20A0A35C,AVIBASE-C916F1C7,,,
Alophoixus phaeocephalus,Alophoixus phaeocephalus,1BL to 1eBird,,AVIBASE-3499C2A5,AVIBASE-3499C2A5,,,
Alophoixus ruficrissus,Alophoixus ruficrissus,1BL to 1eBird,,AVIBASE-8668C778,AVIBASE-8668C778,,,
Alophoixus tephrogenys,Alophoixus tephrogenys,1BL to 1eBird,,AVIBASE-CA0141A1,AVIBASE-CA0141A1,,,
Alopochelidon fucata,Alopochelidon fucata,1BL to 1eBird,,AVIBASE-355CAC4F,AVIBASE-355CAC4F,,,
Alopochen aegyptiaca,Alopochen aegyptiaca,1BL to 1eBird,,AVIBASE-DA2F24E3,AVIBASE-DA2F24E3,,,
Amadina erythrocephala,Amadina erythrocephala,1BL to 1eBird,,AVIBASE-13BE59E4,AVIBASE-13BE59E4,,,
Amadina fasciata,Amadina fasciata,1BL to 1eBird,,AVIBASE-CDDA63E0,AVIBASE-CDDA63E0,,,
Amalocichla incerta,Amalocichla incerta,1BL to 1eBird,,AVIBASE-F6555990,AVIBASE-F6555990,,,
Amalocichla sclateriana,Amalocichla sclateriana,1BL to 1eBird,,AVIBASE-90FA38FF,AVIBASE-90FA38FF,,,
Amandava amandava,Amandava amandava,1BL to 1eBird,,AVIBASE-F30FC757,AVIBASE-F30FC757,,,
Amandava formosa,Amandava formosa,1BL to 1eBird,,AVIBASE-7423EBDD,AVIBASE-7423EBDD,,,
Amandava subflava,Amandava subflava,1BL to 1eBird,,AVIBASE-ECC40D44,AVIBASE-ECC40D44,,,
Amaurocichla bocagii,Motacilla bocagii,1BL to 1eBird,,AVIBASE-47CB67FD,AVIBASE-47CB67FD,,,
Amaurolimnas concolor,Amaurolimnas concolor,1BL to 1eBird,,AVIBASE-C25C4DCB,AVIBASE-C25C4DCB,,,
Amaurornis cinerea,Poliolimnas cinereus,1BL to 1eBird,,AVIBASE-498A4369,AVIBASE-498A4369,,,
Amaurornis isabellina,Amaurornis isabellina,1BL to 1eBird,,AVIBASE-535DB169,AVIBASE-535DB169,,,
Amaurornis magnirostris,Amaurornis magnirostris,1BL to 1eBird,,AVIBASE-A5928AAE,AVIBASE-A5928AAE,,,
Amaurornis marginalis,Amaurornis marginalis,1BL to 1eBird,,AVIBASE-13967506,AVIBASE-13967506,,,
Amaurornis moluccana,Amaurornis moluccana,1BL to 1eBird,,AVIBASE-8CB46BDE,AVIBASE-8CB46BDE,,,
Amaurornis olivacea,Amaurornis olivacea,1BL to 1eBird,,AVIBASE-907D1FEC,AVIBASE-907D1FEC,,,
Amaurornis phoenicurus,Amaurornis phoenicurus,1BL to 1eBird,,AVIBASE-F53518E3,AVIBASE-F53518E3,,,
Amaurospiza moesta,Amaurospiza carrizalensis,1BL to many eBird,,AVIBASE-6ADC131E,AVIBASE-6587A0E6,,,
Amaurospiza moesta,Amaurospiza concolor,1BL to many eBird,Imperfect match: BL taxon contains only part of Amaurospiza concolor (eBird),AVIBASE-6ADC131E,AVIBASE-15D9EAD0,,,
Amaurospiza moesta,Amaurospiza moesta,1BL to many eBird,,AVIBASE-6ADC131E,AVIBASE-87CC9A17,,,
Amaurospiza relicta,Amaurospiza concolor,1BL to 1eBird*,Imperfect match: eBird taxon contains additional subspecies assigned to Amaurospiza moesta (BL),AVIBASE-3F4E1FD9,AVIBASE-15D9EAD0,,,
Amazilia alfaroana,NA,Newly described species,Not recognized as a full species by eBird. Status unclear.,AVIBASE-CDB37FB8,AVIBASE-CDB37FB8,,,
Amazilia amabilis,Polyerata amabilis,1BL to 1eBird,,AVIBASE-98B261C6,AVIBASE-98B261C6,,,
Amazilia amazilia,Amazilis amazilia,1BL to 1eBird,,AVIBASE-62AFA922,AVIBASE-62AFA922,,,
Amazilia bartletti,Chionomesa lactea,Many BL to 1eBird,,AVIBASE-DC2C4D3F,AVIBASE-6FD57E23,,,
Amazilia beryllina,Saucerottia beryllina,1BL to 1eBird,,AVIBASE-EDCAC4EA,AVIBASE-EDCAC4EA,,,
Amazilia boucardi,Amazilia boucardi,1BL to 1eBird,,AVIBASE-837E6B04,AVIBASE-837E6B04,,,
Amazilia brevirostris,Chrysuronia brevirostris,1BL to 1eBird,,AVIBASE-90782929,AVIBASE-90782929,,,
Amazilia candida,Chlorestes candida,1BL to 1eBird,,AVIBASE-D6040531,AVIBASE-D6040531,,,
Amazilia castaneiventris,Saucerottia castaneiventris,1BL to 1eBird,,AVIBASE-73879DB0,AVIBASE-73879DB0,,,
Amazilia chionogaster,Elliotomyia chionogaster,1BL to 1eBird,,AVIBASE-18C03F5D,AVIBASE-18C03F5D,,,
Amazilia chrysura,Hylocharis chrysura,1BL to 1eBird,,AVIBASE-B507381B,AVIBASE-B507381B,,,
Amazilia coeruleogularis,Chrysuronia coeruleogularis,1BL to 1eBird,,AVIBASE-D3D0C21B,AVIBASE-D3D0C21B,,,
Amazilia cupreicauda,Saucerottia viridigaster,Many BL to 1eBird,,AVIBASE-B6547FA5,AVIBASE-973C1360,,,
Amazilia cyanifrons,Saucerottia cyanifrons,1BL to 1eBird,,AVIBASE-E9468157,AVIBASE-E9468157,,,
Amazilia cyanocephala,Saucerottia cyanocephala,1BL to 1eBird,,AVIBASE-822E745E,AVIBASE-822E745E,,,
Amazilia cyanura,Saucerottia cyanura,1BL to 1eBird,,AVIBASE-33C0BBAE,AVIBASE-33C0BBAE,,,
Amazilia cyanus,Chlorestes cyanus,1BL to 1eBird,,AVIBASE-8564ACE3,AVIBASE-8564ACE3,,,
Amazilia decora,Polyerata decora,1BL to 1eBird,,AVIBASE-F3516A3B,AVIBASE-F3516A3B,,,
Amazilia edward,Saucerottia edward,1BL to 1eBird,,AVIBASE-A5F5E555,AVIBASE-A5F5E555,,,
Amazilia eliciae,Chlorestes eliciae,1BL to 1eBird,,AVIBASE-1939B2C8,AVIBASE-1939B2C8,,,
Amazilia fimbriata,Chionomesa fimbriata,1BL to 1eBird*,Imperfect match,AVIBASE-91AD1DE4,AVIBASE-A04DA8F1,,,
Amazilia franciae,Uranomitra franciae,1BL to 1eBird,,AVIBASE-3FFAFC07,AVIBASE-3FFAFC07,,,
Amazilia goudoti,Chrysuronia goudoti,1BL to 1eBird,,AVIBASE-2BE9465C,AVIBASE-2BE9465C,,,
Amazilia grayi,Chrysuronia grayi,1BL to 1eBird,,AVIBASE-D4920C92,AVIBASE-D4920C92,,,
Amazilia humboldtii,Chrysuronia humboldtii,1BL to 1eBird,,AVIBASE-8BF8D468,AVIBASE-8BF8D468,,,
Amazilia julie,Chlorestes julie,1BL to 1eBird,,AVIBASE-F730C44E,AVIBASE-F730C44E,,,
Amazilia lactea,Chionomesa lactea,Many BL to 1eBird,,AVIBASE-F22D0759,AVIBASE-6FD57E23,,,
Amazilia leucogaster,Chrysuronia leucogaster,1BL to 1eBird,,AVIBASE-FB0419E0,AVIBASE-FB0419E0,,,
